diary,::,EV,::,TR,::,SR,::,CO,::,Comment,//
"57&<EV>I have a brother.</EV> His name is Sumok.
He looks very handsome. <SR>Most of the time I like him. <TR>But</TR> sometimes he makes me a little bit sad.</SR> He is thirteen years old. We are in the same elementary school, too! He is very smart. On science day he participated in the water rocket competition. He won the first prize at our school. So he competed with the other Haeundae elementary students. He came in second place during that competiton. He will participate in the water rocket competition at Busan elementary school next month.
<SR>I think I love him very much. He will always be there for me. No one can stop us. My brother is the best! I think he likes me, too! 
I think he wants to ""protect"" me. 
I love you, my brother!</SR> <CO>You are my hero!</CO>",::,4,::,4,::,4,::,4,::,Sincere and genuine entry with great details and honest self-reflection.,//
"58&<EV>Today I read a book.</EV> The title is ""The Twiddle Twins' Amusement Park Mystery."" The author of the book is Howard Gold Fish Smith and the illustrations are by Charles Jordan. The characters are Tabitha, Timothy, and Daisy.
First Tabitha lost Blippo. Blippo is a doll that Tabitha likes. They looked for it everywhere but couldn't find Blippo. Someone told her, ""I saw a girl playing with Blippo."" Tabitha asked her friends to help her find the doll. Daisy had gone to the amusement park with Blippo. <TR>But</TR> she didn't know where she left Blippo. <TR>Finally</TR> they found Blippo at the amusement park. 
<SR>If I was in a similar situation to Tabitha, I would call my friends right away.</SR>
I think Blippo was very scared. Tabitha and her friends were worried. When they found Blippo, they were all happy. <CO><SR>I was happy, too.</SR></CO>",::,4,::,4,::,2,::,3,::,"Some details are unnecessary. Quality over quantity. There is no self-reflection present, either.",//
"59&<EV>My friend Dayoon went to Seoul.</EV> <SR>I was very sad. 
When I heard she was going to move to Seoul, I thought, ""I'm going to be really lonely when she leaves our school.""</SR> Then I got a great idea! I would play my violin for her. My teacher said we would each give her a letter, too! It was soon time for her to leave. We all read our letters to her. She almost cried. Then I played the violin. I knew something! She wanted to cry <TR>but </TR>she didn't cry! I wish she had enjoyed the song I played on my violin more. 
<CO><SR>The day she went to Seoul, my heart felt like it sank into the deep, deep ocean.</SR></CO>",::,4,::,4,::,4,::,3,::,Entry has strong emotion and self-reflection. Details describe the situation well.,//
"60&<EV>My plant had lots of water, sunshine, and air for two weeks.</EV> Now there are many sprouts. They are almost 5 cm tall. They are so cute that I took a picture to remember them. It seems like the dew on my plant sparkles brightly. I always water the sprouts every morning. <CO><SR>The more they grow, the happier I will be.</SR></CO> I want to tell the sprouts, ""You are the best plant!""",::,3,::,4,::,4,::,4,::,"Entry seems a bit spontaneous, but self-reflection is still present",//
"61&<EV>My idol is Aung San Suu Kyi.</EV> Her name is similar to mine. 
She is Burmese. She is very smart. She studied politics, philosophy and economics at Oxford University. She worked for U.N. in New York. She went to Burma again and tried to help her people. Burma is a dictatorship. But she wanted to make her country a democracy. She received the Nobel Peace Prize. 
<CO><SR>I wish I could be like her one day!</SR></CO>",::,4,::,4,::,3,::,4,::,Genuine entry but not sure if writer is aware Suu Kyi spent 20 years under house arrest. More reflection on that aspect of Suu Kyi's career would give more insight to the writer's feelings..,//
"62&<EV>I would like to write a funny poem.</EV>

The title of my poem is ""I am a tiger.""

<CO>The moon was up in the skyyy.

I ran faster than a flyyy.

I bumped into a guyyy.

Then the guy began to cryyy.</CO>",::,3,::,3,::,2,::,2,::,"Entry is amusing, entertaining, and original, but lacks self-reflection",//
"63&<EV>Last week was Arbor Day.</EV>
<SR>I was so excited because I got to plant some seeds.</SR>
""When you plant your seeds,"" said mom, ""You have to know what your are doing. You have to do it very carefully, too."" ""I will,"" I said.
""First,"" mom said, ""You have to put some dirt in a pot. Then dig a hole. Put the seed into the hole. Fourth, cover the seed with dirt and then there's only one more thing left to do. Water the place where you buried the seeds."" ""That sounds fun! But mom there is one problem. There is no sunlight!"" I said. We opened the curtain. 
Be careful! If you water the seeds every day, it will die. You should only water them three days a week. <CO><SR>I wish that my seeds will grow very well!</SR></CO>",::,4,::,4,::,3,::,4,::,Entry follows a logical progression but little self-reflection is present,//
"64&<EV>I have a lot of dreams.</EV> <TR>For example</TR> I would like to be an artist, a scientist, a swimmer, a cyclist, the president, a doctor and so on. 
<SR>I want to be an artist because I like art, especially painting. I want to be a scientist because I would like to know more about nature and do experiments. I want to be a swimmer because I want to swim and become a famous swimmer like Park Tae Hwan. I want to be a cyclist because I like to ride bicycles. I want to be the president because I want to rule our land. I want to be a doctor because I want to help people who are sick.</SR>
<CO>I can hardly wait for my dreams to come true.</CO>",::,4,::,3,::,2,::,4,::,Detailed entry with self-reflection laced throughout.,//
"65&<EV>My mommy is very pretty.</EV>
Her nickname is Blanche. She studied French language and literature at her university. So her nickname is French. Blanche means white in French. She is 42 years old.
I would like to describe my mom. She has long brown hair and white skin. She always paints her lips with red lipstick. At night, she reads many books. Her dream is to be a children's author. I will help her to make her dream come true. She said she wants children to enjoy her books. She wants children to be happy. She would also like to write fiction, realistic fiction, nonfiction, and an essay. Her dream hasn't come true yet because she is taking care of my brother and me for now. She also has to help my father.
<CO>I wish her dream can come true as quickly as possible!</CO>",::,3,::,4,::,2,::,4,::,Vague in the beginning but clears up as the diary progresses,//
"66&I saw our new car yesterday.
The name of the car is Veracruz. Its color is vanilla white. I saw that there are eight seats in the car. There are two seats in the front. There are three seats in the middle, and three seats in the back row too. I noticed that the chairs in the middle row can move! 
The vents for the air conditioner are everywhere. Some are on the ceiling. Some are on the side. They are also in the front, middle, and back of the car. I can control the air conditioner not only from the front, but also from the middle of the car. It is very convenient.
I felt very proud that we have a nice car. It is all thanks to my daddy of course.",::,4,::,4,::,3,::,3,::,"Good detail until the end, lacks self-reflection",//
"67&<EV>I got a new book.</EV> It is called ""Treasures 2.1.""
I looked in the book.
The first thing I saw was a seal. It was so cute!
The next thing I saw was the title of a story called, ""My name is Yoon."" The girl named Yoon seemed strange. Her eyes are small and pointy. Her mouth is making a sad face.
<SR>I think this book will be very interesting. I anticipate studying with this book in the future.</SR>
<CO>Then I said to myself, ""I can do this!""</CO>",::,4,::,4,::,4,::,2,::,Describes the book and thoughts well. Self-reflection is strong.,//
"68&<EV>I went to my new school.</EV> I saw the new blackboard, new chairs, new desks and my new teacher. She is nice and pretty. She is also very smart. <SR>I like my teacher.</SR> In the middle of the class, she let us all speak aloud. <SR>It was very strange when she said, ""Climb up on your chair and speak loudly.""</SR> During playtime, she also played with us.
In my classroom, there are 24 students. All of the students in my class are my friends. Seoyoung is my best friend ever. She always plays with me. She goes to the same English institute as me. She is also my classmate there. Last Saturday I went to her house and played with her and her brother.
The first time I went to school it was a little bit dirty. Now it is clean. <CO>My new teacher and new friends are really great.</CO> Our school will be waiting for you!",::,4,::,3,::,3,::,3,::,Voice and personality fade as the entrry progresses,//
"69&<EV>I am very sad.</EV> <SR>When I was little, I liked 3 things. They are cleaning aunt, a big towel, and dolls. My cleaning aunt took care of me for 8 long years.</SR> Now my aunt has a backache. So I can't see her until she is well again. I have to wait until she gets better. I remembered when my aunt was going back home, I said ""Don't go aunt!"" <SR>I smiled when I thought about doing that. The second thing that I liked was a big towel. When I was a baby, it stayed with me all the time. At bedtime, I looked for it until I found it.</SR> Yesterday my big towel had to be thrown away. <SR>The dolls were my best friends ever. I played with them and talked to them.</SR> <TR>But</TR> I will have to leave them tomorrow. <SR> wish this didn't have to happen.</SR> The air is not moist, and if I play with them my body will become too dry. So I can't have them right now.
<TR>But</TR> there is good news. During the summer I will get to have my dolls again, but not my aunt. I will send my pictures to her cell phone. I hope she will be better soon. <CO>So I will be waiting until I can be reunited with them.</CO>",::,4,::,3,::,4,::,4,::,The writer's feelings are very present but the streamline of events is a little unclear,//
"70&<EV>Tomorrow is the last day of school.</EV>
<SR>I am very sad.</SR> My teacher is leaving this school and I am also leaving. I am leaving my school because I moved to Haeundae. My new school is being built right now. I haven't been able to see it yet because it is still being built. I want to go to the new school, <TR>but</TR> I don't want to leave my friends behind. I have no choice. I have to leave my school. <TR>But</TR> I think that it won't be that bad.
<CO>The last words that I am going to say to my teacher and my friends are: ""Good bye! I love you forever!""</CO>",::,4,::,4,::,4,::,4,::,Writer expresses clear emotions appropriate for the event.,//
